policy_id,make,model,year,mileage,engine_size,fuel_type,transmission,safety_features,vehicle_value,driver_age,license_years,credit_score,province,urban,accidents,claims,traffic_violations,risk_score,risk_tier,approval_status,annual_premium,claim_probability,claim_amount
POL003698,Volkswagen,Tiguan,2019,177711,2.7,Hybrid,Automatic,2,6330.253989,22,0,718,Midlands,FALSE,2,1,1,10,Low,Approved,234.64,0.0667,0
POL003699,Mercedes,E-Class,2014,191629,1.3,Diesel,Automatic,6,2098.439418,69,48,793,Manicaland,FALSE,0,0,1,10,Low,Approved,91.06,0.0667,0
POL003700,Nissan,Urvan,2009,292712,2.7,Diesel,Manual,1,1342.39028,64,42,735,Mashonaland West,FALSE,4,1,2,17.03136,Low,Approved,64.64,0.1135,0
POL003701,Honda,CR-V,2025,111523,3.4,Diesel,Manual,5,13690.36825,65,45,572,Mashonaland East,FALSE,0,0,3,10,Low,Approved,549.56,0.0667,0
POL003702,Volkswagen,Tiguan,2021,183292,1.5,Diesel,Manual,5,8480.908637,73,50,330,Bulawayo,TRUE,0,0,5,10,Low,Approved,398.22,0.0667,0
POL003703,Nissan,X-Trail,2007,289969,2.8,Petrol,Automatic,1,1316.856466,69,49,738,Mashonaland West,FALSE,3,0,5,18.07407,Low,Approved,61.02,0.1205,0
POL003704,Mercedes,C-Class,2023,290775,3.1,Petrol,Automatic,2,14771.71239,67,44,741,Mashonaland East,FALSE,0,0,3,10,Low,Approved,601.81,0.0667,0
POL003705,Toyota,Rav4,2023,273469,3,Petrol,Manual,6,15074.57366,49,30,662,Harare,TRUE,1,0,4,10,Low,Approved,701.1,0.0667,0
POL003706,Isuzu,KB,2023,208328,1.6,Diesel,Manual,3,11529.92136,32,13,732,Masvingo,FALSE,0,0,1,10,Low,Approved,446.03,0.0667,0
POL003707,Volkswagen,Polo,2010,75165,3.5,Petrol,Automatic,5,1004.593769,52,30,371,Mashonaland Central,FALSE,0,0,2,10,Low,Approved,36.76,0.0667,0
POL003708,Nissan,Urvan,2025,189352,3.3,Petrol,Manual,4,22485.01623,58,36,729,Harare,TRUE,2,1,1,10,Low,Approved,938.53,0.0667,0
POL003709,Toyota,Hiace,2017,245491,2.4,Diesel,Manual,5,6566.403909,64,44,502,Mashonaland East,FALSE,3,1,2,11.18973,Low,Approved,262.97,0.0746,0
POL003710,Ford,Fiesta,2019,255006,1.5,Diesel,Automatic,1,6449.889269,18,0,767,Bulawayo,TRUE,3,2,3,11.92518,Low,Approved,301.52,0.0795,0
POL003711,Ford,EcoSport,2014,134735,2.9,Petrol,Automatic,2,1843.273549,69,46,391,Midlands,FALSE,2,0,0,10,Low,Approved,67.96,0.0667,0
POL003712,BMW,3 Series,2024,260906,2.7,Petrol,Manual,6,14285.2505,24,4,695,Mashonaland West,FALSE,3,1,5,10,Low,Approved,650.63,0.0667,0
POL003713,Kia,Sorento,2018,253949,1.5,Diesel,Manual,1,5560.5763,41,22,628,Mashonaland West,FALSE,2,1,5,11.81847,Low,Approved,236.65,0.0788,0
POL003714,Volkswagen,Tiguan,2011,217096,2,Petrol,Manual,3,1369.368428,75,53,301,Midlands,FALSE,0,0,1,12.51288,Low,Approved,53.47,0.0834,0
POL003715,BMW,X5,2014,58073,1.7,Hybrid,Manual,1,1345.850846,50,28,711,Mashonaland West,FALSE,4,0,4,10,Low,Approved,60.51,0.0667,0
POL003716,Kia,Sorento,2006,169572,3.3,Diesel,Manual,3,1121.137259,74,56,464,Mashonaland Central,FALSE,2,0,0,13.63716,Low,Approved,49.18,0.0909,0
POL003717,BMW,3 Series,2020,18787,3.2,Petrol,Automatic,3,6590.702002,45,26,576,Manicaland,FALSE,0,0,1,10,Low,Approved,276.57,0.0667,0
POL003718,Honda,Fit,2007,162579,1.6,Diesel,Automatic,1,1210.684731,26,6,386,Midlands,FALSE,2,1,3,13.72737,Low,Approved,50.63,0.0915,0
POL003719,Ford,Ranger,2018,238782,1.4,Petrol,Manual,2,5751.130931,24,1,517,Masvingo,FALSE,0,0,3,10.53846,Low,Approved,228.5,0.0703,0
POL003720,Mitsubishi,Outlander,2014,114504,2.9,Hybrid,Automatic,3,1756.954805,73,54,626,Mashonaland West,FALSE,3,0,2,10,Low,Approved,74.44,0.0667,0
POL003721,Mercedes,C-Class,2016,130780,2.4,Diesel,Manual,2,3028.591667,52,30,601,Matabeleland South,FALSE,3,2,0,10,Low,Approved,119.36,0.0667,0
POL003722,Nissan,Sunny,2016,85849,1.9,Petrol,Manual,5,4264.104743,67,46,639,Matabeleland North,FALSE,1,0,2,10,Low,Approved,214.08,0.0667,0
POL003723,Toyota,Land Cruiser,2019,183130,2.3,Hybrid,Manual,3,7051.578736,38,15,485,Midlands,FALSE,3,1,1,10,Low,Approved,281.08,0.0667,0
POL003724,Ford,Fiesta,2012,268382,3.2,Hybrid,Manual,5,1041.248206,38,20,663,Bulawayo,TRUE,1,1,2,13.75146,Low,Approved,50.39,0.0917,0
POL003725,BMW,5 Series,2017,262098,2.7,Petrol,Manual,2,6182.83895,55,35,321,Mashonaland Central,FALSE,1,1,4,11.98794,Low,Approved,234.68,0.0799,0
POL003726,Ford,Ranger,2021,58801,1.3,Hybrid,Manual,3,11027.49093,51,33,594,Masvingo,FALSE,0,0,2,10,Low,Approved,413.54,0.0667,0
POL003727,Hyundai,Tucson,2025,226766,2,Diesel,Automatic,3,15144.67071,44,23,355,Mashonaland West,FALSE,2,1,3,10,Low,Approved,745.39,0.0667,0
POL003728,Ford,Focus,2015,160071,1.5,Diesel,Automatic,2,2276.096033,58,39,375,Manicaland,FALSE,0,0,0,10,Low,Approved,92.05,0.0667,0
POL003729,Toyota,Corolla,2008,261427,2.2,Petrol,Automatic,4,1344.44133,68,46,828,Bulawayo,TRUE,3,2,3,16.09281,Low,Approved,64.09,0.1073,0
POL003730,Mercedes,A-Class,2012,272040,2.7,Hybrid,Automatic,2,1462.881907,45,25,333,Midlands,FALSE,1,0,4,14.5362,Low,Approved,53.44,0.0969,0
POL003731,Honda,CR-V,2006,28377,1.3,Hybrid,Automatic,3,1082.930648,56,37,586,Masvingo,FALSE,2,1,5,10.15131,Low,Approved,41.11,0.0677,0
POL003732,Mazda,BT-50,2019,260404,1.4,Hybrid,Automatic,1,8682.929038,39,20,677,Matabeleland South,FALSE,2,2,3,11.26212,Low,Approved,323.2,0.0751,2111
POL003733,Mazda,Demio,2020,10720,1.3,Diesel,Manual,6,8795.202633,75,54,361,Bulawayo,TRUE,3,0,4,10,Low,Approved,375.75,0.0667,0
POL003734,BMW,5 Series,2024,186200,1.2,Petrol,Manual,6,16063.39455,73,55,608,Manicaland,FALSE,3,1,1,10,Low,Approved,616.3,0.0667,0
POL003735,Isuzu,KB,2025,139838,2.6,Petrol,Automatic,1,14409.16087,21,0,482,Masvingo,FALSE,2,2,0,10,Low,Approved,542.12,0.0667,0
POL003736,Hyundai,Accent,2017,280813,2.5,Diesel,Manual,2,4851.914572,49,29,519,Bulawayo,TRUE,3,1,4,13.07439,Low,Approved,232.05,0.0872,3121
POL003737,Isuzu,D-Max,2014,220003,1.9,Diesel,Automatic,4,1466.994095,34,15,614,Matabeleland South,FALSE,0,0,0,10.95009,Low,Approved,53.11,0.073,0
POL003738,Toyota,Hilux,2020,136467,1.4,Petrol,Automatic,4,10595.81018,68,50,698,Masvingo,FALSE,1,1,5,10,Low,Approved,430.8,0.0667,0
POL003739,Isuzu,MU-X,2010,160108,1.7,Petrol,Automatic,6,1201.762561,50,30,478,Bulawayo,TRUE,3,2,1,11.55324,Low,Approved,58.12,0.077,0
POL003740,Kia,Sportage,2023,139326,1.1,Hybrid,Manual,5,13448.60716,72,49,388,Mashonaland Central,FALSE,3,1,0,10,Low,Approved,531.13,0.0667,0
POL003741,Mitsubishi,L200,2007,269095,2.6,Petrol,Automatic,4,1423.822842,62,40,429,Matabeleland North,FALSE,3,0,2,16.54785,Low,Approved,67.4,0.1103,0
POL003742,Toyota,Hiace,2011,130436,3.2,Diesel,Automatic,1,1262.058462,51,30,347,Mashonaland Central,FALSE,1,1,2,10.58808,Low,Approved,53.93,0.0706,0
POL003743,Mitsubishi,L200,2021,265160,1.1,Diesel,Automatic,3,8842.635774,37,16,514,Mashonaland East,FALSE,3,1,3,10.4298,Low,Approved,336.55,0.0695,0
POL003744,BMW,X5,2018,56692,1.2,Petrol,Manual,2,7405.056868,64,46,843,Bulawayo,TRUE,2,2,2,10,Low,Approved,354.34,0.0667,0
POL003745,Honda,Civic,2012,299071,2.3,Diesel,Automatic,5,1294.304969,29,10,451,Mashonaland Central,FALSE,2,0,0,14.52213,Low,Approved,49.15,0.0968,0
POL003746,Volkswagen,Polo,2020,174180,2.8,Hybrid,Manual,4,6563.252309,23,2,711,Matabeleland South,FALSE,0,0,0,10,Low,Approved,288.46,0.0667,0
POL003747,Honda,CR-V,2010,33234,3.1,Diesel,Automatic,5,959.3521817,23,3,484,Mashonaland Central,FALSE,3,1,3,10,Low,Approved,41.83,0.0667,0
POL003748,Kia,Sorento,2014,69200,3.5,Diesel,Automatic,6,1463.427946,22,1,646,Mashonaland East,FALSE,3,1,2,10,Low,Approved,57.94,0.0667,0
POL003749,BMW,X5,2012,209991,3.3,Hybrid,Manual,6,1303.694728,23,2,448,Matabeleland South,FALSE,3,1,1,12.22473,Low,Approved,47.73,0.0815,0
POL003750,Toyota,Hilux,2010,53782,1.8,Diesel,Automatic,2,1389.380835,26,4,590,Mashonaland West,FALSE,2,0,4,10,Low,Approved,66.55,0.0667,0
POL003751,Mercedes,GLE,2016,56633,2.4,Petrol,Manual,3,4749.120522,19,0,632,Mashonaland Central,FALSE,0,0,5,10,Low,Approved,193.97,0.0667,0
POL003752,Toyota,Land Cruiser,2006,213601,2.7,Petrol,Manual,5,1225.161842,55,34,637,Midlands,FALSE,0,0,0,14.20803,Low,Approved,45.14,0.0947,0
POL003753,Toyota,Hiace,2011,277274,2.9,Hybrid,Manual,3,1316.451044,61,43,732,Matabeleland North,FALSE,1,0,2,14.69322,Low,Approved,60.22,0.098,0
POL003754,Mitsubishi,L200,2012,263086,3,Hybrid,Automatic,6,1155.276201,29,11,506,Matabeleland South,FALSE,2,0,5,14.04258,Low,Approved,46.36,0.0936,0
POL003755,Ford,Ranger,2023,181772,3.4,Hybrid,Automatic,6,11295.85173,19,0,826,Midlands,FALSE,2,0,0,10,Low,Approved,455.74,0.0667,0
POL003756,Nissan,Patrol,2010,285540,2.2,Hybrid,Automatic,5,1364.80373,25,2,558,Midlands,FALSE,3,1,3,15.6912,Low,Approved,53.22,0.1046,0
POL003757,Volkswagen,Tiguan,2007,170917,1.7,Diesel,Automatic,1,1492.642548,30,7,594,Manicaland,FALSE,3,2,1,13.90251,Low,Approved,61.06,0.0927,0
POL003758,Mercedes,GLE,2011,54854,3.4,Hybrid,Manual,1,927.261964,45,23,599,Mashonaland West,FALSE,0,0,1,10,Low,Approved,44.64,0.0667,0
POL003759,Toyota,Corolla,2018,277195,2.9,Diesel,Automatic,2,8067.513209,75,55,776,Masvingo,FALSE,0,0,0,11.16585,Low,Approved,327.46,0.0744,0
POL003760,Honda,Accord,2021,89132,1.4,Hybrid,Automatic,4,9428.886152,25,7,668,Mashonaland Central,FALSE,1,1,3,10,Low,Approved,349.2,0.0667,0
POL003761,Toyota,Land Cruiser,2013,247746,1.9,Hybrid,Automatic,3,1462.865369,49,30,316,Mashonaland Central,FALSE,3,1,5,13.80738,Low,Approved,55.49,0.092,0
POL003762,BMW,X5,2009,275798,1.5,Diesel,Automatic,5,1056.213036,25,4,352,Mashonaland East,FALSE,3,1,1,15.54894,Low,Approved,42.96,0.1037,0
POL003763,Volkswagen,Amarok,2023,41862,2.1,Diesel,Manual,6,12796.27597,67,49,336,Mashonaland East,FALSE,3,0,0,10,Low,Approved,477.72,0.0667,0
POL003764,Mitsubishi,Outlander,2020,116972,2.4,Diesel,Automatic,5,10546.84767,46,25,339,Bulawayo,TRUE,2,2,1,10,Low,Approved,500.57,0.0667,0
POL003765,Honda,CR-V,2016,135398,1.2,Diesel,Automatic,2,3214.797203,75,56,713,Matabeleland North,FALSE,4,0,0,10,Low,Approved,138.55,0.0667,0
POL003766,Kia,Picanto,2017,82074,2.2,Diesel,Automatic,6,6123.92002,72,54,362,Mashonaland Central,FALSE,2,0,0,10,Low,Approved,265.27,0.0667,0
POL003767,Mitsubishi,Outlander,2005,118892,3.2,Hybrid,Manual,3,914.9461975,73,51,435,Matabeleland North,FALSE,4,2,4,13.61676,Low,Approved,44.69,0.0908,0
POL003768,BMW,X5,2006,263593,1.7,Hybrid,Manual,6,1163.605371,52,33,474,Mashonaland Central,FALSE,1,1,3,16.23279,Low,Approved,50.92,0.1082,0
POL003769,BMW,X5,2016,218680,1.7,Diesel,Automatic,6,5032.509053,65,42,797,Mashonaland East,FALSE,1,1,2,10.2354,Low,Approved,213.98,0.0682,0
POL003770,Ford,Ranger,2012,233314,3,Diesel,Manual,3,915.2979616,22,1,338,Bulawayo,TRUE,1,1,2,13.22442,Low,Approved,41.92,0.0882,0
POL003771,Mitsubishi,Pajero,2022,219665,1.1,Diesel,Automatic,6,8761.911089,55,34,466,Masvingo,FALSE,1,0,3,10,Low,Approved,354.75,0.0667,0
POL003772,Volkswagen,Polo,2020,29723,1.9,Petrol,Manual,1,9958.840693,55,36,587,Mashonaland East,FALSE,1,0,4,10,Low,Approved,386.98,0.0667,0
POL003773,Ford,Ranger,2014,233361,3.1,Diesel,Manual,2,2116.233723,69,48,426,Matabeleland North,FALSE,1,1,3,12.32583,Low,Approved,103.26,0.0822,0
POL003774,Nissan,Urvan,2008,262327,1.1,Petrol,Manual,3,1133.581666,19,0,753,Mashonaland East,FALSE,2,2,2,16.26981,Low,Approved,45.12,0.1085,0
POL003775,Nissan,Patrol,2010,109837,1.7,Diesel,Automatic,3,986.7541594,23,5,585,Harare,TRUE,3,2,4,11.09511,Low,Approved,45.79,0.074,0
POL003776,Mercedes,A-Class,2016,74140,3.1,Petrol,Manual,1,3410.382681,69,50,598,Manicaland,FALSE,3,0,5,10,Low,Approved,128.78,0.0667,0
POL003777,Ford,Fiesta,2024,223148,2.7,Hybrid,Automatic,2,15440.71141,38,15,755,Bulawayo,TRUE,3,2,2,10,Low,Approved,618.19,0.0667,10734
POL003778,Volkswagen,Amarok,2014,90478,1.7,Hybrid,Automatic,6,1538.647878,71,48,672,Masvingo,FALSE,2,1,3,10,Low,Approved,58.08,0.0667,0
POL003779,Mitsubishi,Pajero,2023,78116,2.8,Petrol,Manual,2,10529.60116,49,29,788,Midlands,FALSE,2,2,3,10,Low,Approved,405.64,0.0667,0
POL003780,BMW,X3,2017,203540,2.6,Diesel,Manual,4,6312.831679,69,49,395,Mashonaland Central,FALSE,2,2,4,10.1562,Low,Approved,232.47,0.0677,0
POL003781,Volkswagen,Tiguan,2025,116414,1.4,Diesel,Automatic,1,13847.23111,62,42,661,Mashonaland Central,FALSE,1,1,2,10,Low,Approved,578.42,0.0667,0
POL003782,Kia,Sportage,2022,165518,2,Petrol,Automatic,3,11339.04634,30,10,343,Harare,TRUE,2,2,0,10,Low,Approved,525.3,0.0667,0
POL003783,Mazda,3,2014,44608,2.9,Diesel,Automatic,3,1810.398109,23,1,532,Matabeleland North,FALSE,5,1,1,10,Low,Approved,82.57,0.0667,0
POL003784,Toyota,Rav4,2011,287543,1.5,Hybrid,Automatic,1,1225.754307,49,29,336,Midlands,FALSE,2,0,5,15.97629,Low,Approved,53.28,0.1065,0
POL003785,BMW,5 Series,2014,63856,1.5,Diesel,Manual,1,1404.679101,62,40,605,Manicaland,FALSE,1,1,0,10,Low,Approved,58.04,0.0667,0
POL003786,Hyundai,Accent,2025,105245,3.5,Petrol,Automatic,6,16821.85225,41,21,665,Midlands,FALSE,2,2,1,10,Low,Approved,728.45,0.0667,0
POL003787,Volkswagen,Tiguan,2022,232213,2,Hybrid,Automatic,4,12640.97759,25,3,388,Bulawayo,TRUE,3,0,1,10,Low,Approved,515.03,0.0667,3466
POL003788,Volkswagen,Tiguan,2019,286697,1.5,Petrol,Manual,3,9267.673211,62,39,424,Matabeleland North,FALSE,2,0,5,12.05091,Low,Approved,412.49,0.0803,0
POL003789,Mitsubishi,Pajero,2023,57168,3.2,Hybrid,Manual,5,12087.82542,29,8,418,Bulawayo,TRUE,3,0,3,10,Low,Approved,480.22,0.0667,0
POL003790,Mazda,BT-50,2014,26799,3.2,Hybrid,Manual,6,1800.609889,43,22,529,Bulawayo,TRUE,1,1,0,10,Low,Approved,73.71,0.0667,0
POL003791,Nissan,X-Trail,2016,108742,1.6,Diesel,Manual,6,4758.327294,71,49,413,Mashonaland Central,FALSE,3,0,0,10,Low,Approved,184.04,0.0667,0
POL003792,Ford,Ranger,2013,6159,1.2,Hybrid,Manual,6,967.7105234,26,8,651,Matabeleland South,FALSE,2,2,4,10,Low,Approved,37.02,0.0667,0
POL003793,BMW,3 Series,2006,109905,2.1,Petrol,Automatic,4,1077.737638,24,5,493,Mashonaland West,FALSE,1,0,5,12.29715,Low,Approved,54.06,0.082,0
POL003794,Ford,Ranger,2011,188575,1.3,Petrol,Automatic,4,1297.914945,42,22,848,Manicaland,FALSE,2,1,2,12.10725,Low,Approved,52.03,0.0807,0
POL003795,Mercedes,A-Class,2023,78869,1.5,Hybrid,Manual,5,9084.87693,39,21,790,Mashonaland Central,FALSE,0,0,5,10,Low,Approved,370.4,0.0667,0
POL003796,Honda,CR-V,2009,169500,2,Diesel,Manual,4,1142.296911,30,12,518,Midlands,FALSE,3,2,1,12.51,Low,Approved,47.43,0.0834,0
POL003797,Mazda,3,2015,166345,2.2,Petrol,Automatic,2,2280.250836,30,7,667,Midlands,FALSE,1,1,1,10,Low,Approved,92.49,0.0667,0
POL003798,Isuzu,D-Max,2009,83168,3.3,Petrol,Manual,4,1120.770571,57,36,314,Mashonaland East,FALSE,0,0,4,10,Low,Approved,46.24,0.0667,0
POL003799,Isuzu,KB,2025,206640,1.7,Petrol,Automatic,2,13227.96835,51,32,458,Mashonaland East,FALSE,2,0,1,10,Low,Approved,570.43,0.0667,0
POL003800,Mercedes,GLE,2019,134908,2.5,Diesel,Manual,1,7083.734679,27,6,501,Matabeleland South,FALSE,1,0,4,10,Low,Approved,261.23,0.0667,0
POL003801,Ford,Fiesta,2009,251804,1.7,Hybrid,Manual,4,1329.974403,63,45,496,Bulawayo,TRUE,3,2,3,15.35412,Low,Approved,56.89,0.1024,0
POL003802,Hyundai,Santa Fe,2016,275653,1.3,Diesel,Manual,3,3673.4559,36,14,433,Matabeleland North,FALSE,5,0,4,13.59459,Low,Approved,176.65,0.0906,0
POL003803,Kia,Sportage,2006,143041,1.3,Diesel,Manual,3,1086.129108,46,25,464,Midlands,FALSE,0,0,4,12.99123,Low,Approved,43.47,0.0866,0
POL003804,Ford,Ranger,2022,139101,2.1,Petrol,Automatic,2,8689.689115,55,34,412,Matabeleland North,FALSE,3,1,4,10,Low,Approved,370.43,0.0667,0
POL003805,Ford,Focus,2020,236824,3.4,Petrol,Manual,3,7888.187819,23,4,681,Bulawayo,TRUE,1,0,5,10.10472,Low,Approved,369.79,0.0674,0
POL003806,Ford,Focus,2011,201200,3.4,Diesel,Manual,3,974.482181,50,31,780,Harare,TRUE,2,1,0,12.411,Low,Approved,44.67,0.0827,0
POL003807,Isuzu,D-Max,2005,90502,1.9,Diesel,Automatic,1,1339.634076,26,8,524,Mashonaland West,FALSE,2,0,4,12.61506,Low,Approved,63.58,0.0841,0
POL003808,Hyundai,Santa Fe,2015,48496,2.6,Diesel,Automatic,6,2540.103622,27,7,332,Mashonaland West,FALSE,3,2,4,10,Low,Approved,109.22,0.0667,0
POL003809,BMW,X5,2007,273870,3,Hybrid,Manual,2,1409.425472,56,37,749,Matabeleland North,FALSE,2,0,2,16.7661,Low,Approved,65.94,0.1118,0
POL003810,BMW,5 Series,2015,154361,1.3,Petrol,Manual,3,3209.331643,50,27,763,Manicaland,FALSE,0,0,4,10,Low,Approved,128.48,0.0667,0
POL003811,Kia,Picanto,2013,239845,1.6,Hybrid,Automatic,4,917.1605535,58,37,520,Manicaland,FALSE,1,0,0,12.22035,Low,Approved,37.61,0.0815,0
POL003812,Hyundai,Santa Fe,2014,191679,3.2,Diesel,Manual,2,1410.540212,74,54,422,Masvingo,FALSE,3,0,0,11.07537,Low,Approved,60.66,0.0738,0
POL003813,Kia,Sorento,2017,297292,2.8,Diesel,Manual,3,6004.568701,21,2,316,Mashonaland Central,FALSE,3,1,1,13.19376,Low,Approved,262.08,0.088,0
POL003814,Kia,Picanto,2024,71833,2,Diesel,Automatic,6,12959.05646,50,30,320,Mashonaland West,FALSE,3,0,4,10,Low,Approved,602.28,0.0667,0
POL003815,BMW,3 Series,2020,270728,2.3,Diesel,Manual,6,7012.006624,28,7,579,Masvingo,FALSE,0,0,1,10,Low,Approved,301.66,0.0667,0
POL003816,BMW,3 Series,2009,241437,1.1,Diesel,Manual,1,1186.073126,55,33,575,Midlands,FALSE,3,1,2,15.26811,Low,Approved,42.84,0.1018,0
POL003817,Toyota,Hiace,2010,31072,2.1,Hybrid,Automatic,6,1183.645913,22,0,477,Mashonaland West,FALSE,1,1,3,10,Low,Approved,50.06,0.0667,0
POL003818,BMW,5 Series,2020,141430,2.6,Diesel,Manual,5,9969.458785,64,45,355,Bulawayo,TRUE,2,2,0,10,Low,Approved,404.84,0.0667,0
POL003819,Mitsubishi,Outlander,2018,188893,1.5,Petrol,Manual,6,6717.773271,58,35,426,Mashonaland West,FALSE,2,0,1,10,Low,Approved,298.35,0.0667,0
POL003820,Mitsubishi,Outlander,2012,20284,2.7,Diesel,Automatic,6,1415.453483,49,28,692,Matabeleland North,FALSE,0,0,4,10,Low,Approved,63.6,0.0667,194
POL003821,BMW,X5,2012,156920,1.1,Petrol,Automatic,5,1037.46733,53,30,582,Harare,TRUE,0,0,2,10.1826,Low,Approved,47.7,0.0679,554
POL003822,Ford,EcoSport,2009,105579,1.8,Petrol,Manual,2,1343.206028,73,53,743,Bulawayo,TRUE,2,2,2,10.89237,Low,Approved,55.04,0.0726,0
POL003823,Volkswagen,Polo,2023,135105,3.3,Petrol,Manual,5,14053.37181,24,5,724,Matabeleland South,FALSE,1,1,2,10,Low,Approved,566.58,0.0667,0
POL003824,Kia,Sportage,2010,130758,2.3,Diesel,Manual,4,916.1390873,44,22,574,Mashonaland West,FALSE,4,2,5,11.72274,Low,Approved,41.63,0.0782,0
POL003825,Mazda,Demio,2006,201505,2.2,Diesel,Manual,5,962.2482606,58,39,558,Mashonaland East,FALSE,2,2,1,14.44515,Low,Approved,34.68,0.0963,0
POL003826,Mitsubishi,L200,2015,243326,3.1,Hybrid,Manual,5,3097.467281,21,0,472,Mashonaland Central,FALSE,0,0,3,11.79978,Low,Approved,114.35,0.0787,0
POL003827,Ford,Fiesta,2015,21576,2.6,Diesel,Manual,1,3368.925699,22,0,555,Matabeleland North,FALSE,3,2,0,10,Low,Approved,155.3,0.0667,0
POL003828,Mitsubishi,Outlander,2006,287948,1.2,Diesel,Manual,5,933.0148911,25,7,591,Matabeleland North,FALSE,2,0,5,17.63844,Low,Approved,40.92,0.1176,0
POL003829,Ford,Focus,2015,125744,2.9,Diesel,Manual,4,2836.683742,23,0,365,Midlands,FALSE,2,0,0,10,Low,Approved,102.29,0.0667,0
POL003830,Volkswagen,Amarok,2021,215769,1.9,Diesel,Automatic,4,9015.65173,23,3,744,Manicaland,FALSE,0,0,0,10,Low,Approved,363.01,0.0667,0
POL003831,Volkswagen,Amarok,2005,252190,2.6,Hybrid,Automatic,3,1043.97686,75,54,469,Manicaland,FALSE,1,1,2,16.6407,Low,Approved,40.31,0.1109,0
POL003832,Hyundai,Santa Fe,2019,45990,3.1,Hybrid,Automatic,3,6691.804128,53,35,345,Matabeleland North,FALSE,2,0,3,10,Low,Approved,330.09,0.0667,0
POL003833,Nissan,Urvan,2006,26379,1.6,Diesel,Manual,2,953.0425657,18,0,626,Mashonaland Central,FALSE,3,2,2,10.54137,Low,Approved,40.85,0.0703,0
POL003834,Mazda,BT-50,2008,169461,1.3,Hybrid,Automatic,6,1077.388665,35,17,320,Matabeleland North,FALSE,2,1,3,12.73383,Low,Approved,46.86,0.0849,0
POL003835,Hyundai,Santa Fe,2008,47710,1.3,Diesel,Automatic,6,1350.424277,46,25,332,Mashonaland West,FALSE,4,1,4,10,Low,Approved,63.78,0.0667,0
POL003836,Toyota,Rav4,2021,198224,1.6,Diesel,Manual,4,12810.49318,44,23,555,Manicaland,FALSE,2,1,4,10,Low,Approved,501.39,0.0667,8623
POL003837,Isuzu,D-Max,2020,292222,2.6,Diesel,Manual,2,7384.143398,19,0,766,Bulawayo,TRUE,1,0,3,11.91666,Low,Approved,347.8,0.0794,0
POL003838,Mercedes,E-Class,2006,206557,2.7,Diesel,Automatic,4,1037.311615,28,6,360,Mashonaland East,FALSE,1,1,4,14.97171,Low,Approved,40.04,0.0998,0
POL003839,Ford,Fiesta,2025,216402,3.5,Hybrid,Automatic,2,11306.27675,22,0,534,Mashonaland Central,FALSE,0,0,2,10,Low,Approved,418.47,0.0667,0
POL003840,BMW,3 Series,2016,283916,2.9,Diesel,Manual,3,4532.112518,36,16,724,Manicaland,FALSE,2,0,2,12.86748,Low,Approved,187.99,0.0858,0
POL003841,Kia,Sorento,2022,217192,3.3,Petrol,Manual,6,11820.35155,64,43,594,Bulawayo,TRUE,3,0,0,10,Low,Approved,474.58,0.0667,0
POL003842,Hyundai,Tucson,2017,236042,1.7,Diesel,Automatic,2,5828.231164,20,0,704,Harare,TRUE,2,2,4,11.88126,Low,Approved,232.14,0.0792,0
POL003843,BMW,X3,2007,8373,2.9,Petrol,Manual,1,1200.480642,50,28,311,Matabeleland North,FALSE,1,1,1,10,Low,Approved,54.97,0.0667,0
POL003844,Mitsubishi,Outlander,2011,247185,1.4,Diesel,Manual,4,1458.425494,32,12,622,Matabeleland South,FALSE,3,0,0,13.79055,Low,Approved,61.1,0.0919,0
POL003845,Toyota,Hiace,2014,296213,1.8,Hybrid,Automatic,6,1934.507107,42,22,369,Masvingo,FALSE,3,2,1,13.76139,Low,Approved,84.49,0.0917,0
POL003846,Nissan,Urvan,2015,79324,2,Diesel,Automatic,5,3454.111708,21,0,740,Matabeleland South,FALSE,1,1,5,10,Low,Approved,144.98,0.0667,0
POL003847,Toyota,Hilux,2012,138837,2.4,Hybrid,Manual,4,946.9376128,32,13,633,Matabeleland South,FALSE,0,0,4,10.01511,Low,Approved,39.43,0.0668,0
POL003848,Mitsubishi,Pajero,2018,14505,3.1,Hybrid,Automatic,4,7535.313273,41,18,700,Midlands,FALSE,0,0,2,10,Low,Approved,286.09,0.0667,0
POL003849,Volkswagen,Amarok,2018,9008,1.9,Petrol,Manual,6,5955.486622,36,18,587,Masvingo,FALSE,3,0,0,10,Low,Approved,254.39,0.0667,4635
POL003850,Volkswagen,Polo,2007,187220,2.9,Petrol,Manual,1,1217.519951,30,7,452,Midlands,FALSE,3,1,1,14.3916,Low,Approved,53.55,0.0959,0
POL003851,Nissan,Sunny,2014,14086,2.7,Petrol,Manual,5,2012.132831,21,2,775,Mashonaland East,FALSE,1,1,5,10,Low,Approved,73.64,0.0667,0
POL003852,Ford,EcoSport,2013,56121,3.4,Petrol,Automatic,3,938.0254641,70,47,463,Bulawayo,TRUE,1,0,5,10,Low,Approved,43.67,0.0667,0
POL003853,Mazda,3,2019,14008,1.1,Diesel,Automatic,2,8049.159147,70,48,754,Midlands,FALSE,2,1,1,10,Low,Approved,319.91,0.0667,0
POL003854,BMW,X3,2005,160603,2.6,Petrol,Manual,3,982.7397109,48,29,645,Midlands,FALSE,2,2,0,13.81809,Low,Approved,36.9,0.0921,0
